0.00, 17.21
1.00, 20.49
1.00, 20.02
2.00, 20.49
2.00, 20.02
3.00, 20.49
3.00, 20.49
4.00, 20.49
4.00, 20.02
5.00, 20.02
5.00, 20.49
6.00, 20.02
7.00, 20.49
7.00, 20.49
8.00, 20.49
8.00, 20.49
9.00, 20.49
9.00, 20.49
10.00, 20.49
10.00, 20.02
11.00, 20.02
11.00, 20.49
12.00, 20.49
13.00, 20.49
13.00, 20.49
14.00, 20.02
14.00, 20.02
15.00, 20.02
15.00, 20.49
16.00, 20.49
16.00, 20.49
17.00, 20.02
17.00, 20.02
18.00, 20.02
18.00, 20.49
19.00, 19.55
20.00, 20.02
20.00, 20.02
21.00, 20.49
21.00, 20.02
22.00, 20.02
22.00, 20.49
23.00, 20.02
23.00, 20.49
24.00, 20.02
25.00, 20.49
25.00, 20.49
26.00, 20.02
26.00, 20.02
27.00, 20.02
28.00, 20.49
28.00, 20.02
29.00, 20.02
29.00, 20.02
30.00, 20.02
30.00, 20.02
31.00, 20.49
32.00, 20.49
32.00, 20.49
33.00, 20.49
33.00, 20.49
34.00, 20.02
34.00, 20.02
35.00, 20.49
36.00, 20.49
36.00, 20.02
37.00, 20.49
37.00, 20.49
38.00, 20.49
39.00, 20.02
39.00, 20.49
40.00, 20.02
40.00, 20.02
41.00, 20.02
41.00, 20.49
42.00, 20.02
43.00, 20.49
43.00, 20.02
44.00, 20.49
44.00, 20.02
45.00, 20.02
45.00, 20.02
46.00, 20.49
47.00, 20.02
47.00, 20.02
48.00, 20.02
48.00, 20.02
49.00, 20.49
49.00, 20.02
50.00, 20.02
51.00, 20.02
51.00, 20.02
52.00, 20.02
52.00, 20.02
53.00, 20.02
54.00, 20.02
54.00, 20.02
55.00, 20.02
55.00, 20.02
56.00, 20.02
56.00, 20.02
57.00, 20.02
58.00, 20.02
58.00, 20.02
59.00, 20.49
59.00, 20.49
60.00, 20.49
60.00, 20.02
61.00, 20.02
62.00, 20.49
62.00, 20.02
63.00, 20.02
63.00, 20.02
64.00, 20.49
65.00, 20.02
65.00, 20.02
66.00, 20.49
66.00, 20.02
67.00, 20.02
67.00, 20.02
68.00, 20.49
69.00, 20.02
69.00, 20.49
70.00, 20.49
70.00, 20.02
71.00, 20.02
72.00, 20.49
72.00, 20.02
73.00, 20.02
73.00, 20.02
74.00, 20.49
74.00, 20.02
75.00, 20.02
76.00, 20.02
76.00, 20.49
77.00, 20.02
77.00, 20.49
78.00, 20.49
78.00, 20.49
79.00, 20.49
80.00, 20.02
80.00, 20.02
81.00, 20.02
81.00, 20.49
82.00, 20.02
83.00, 20.49
83.00, 20.49
84.00, 20.49
84.00, 20.02
85.00, 20.49
85.00, 20.02
86.00, 20.49
87.00, 20.02
87.00, 20.02
88.00, 20.49
88.00, 20.49
89.00, 20.49
90.00, 20.02
90.00, 20.02
91.00, 20.02
91.00, 20.02
92.00, 20.02
92.00, 20.49
93.00, 20.02
94.00, 20.49
94.00, 20.02
95.00, 20.49
95.00, 20.49
96.00, 20.49
97.00, 20.49
97.00, 20.02
98.00, 20.02
98.00, 20.49
99.00, 20.49
99.00, 20.02
100.00, 20.02
101.00, 20.02
101.00, 20.49
102.00, 20.02
102.00, 20.49
103.00, 20.49
104.00, 20.49
104.00, 20.49
105.00, 20.49
105.00, 20.49
106.00, 20.49
106.00, 20.49
107.00, 20.49
108.00, 20.49
108.00, 20.49
109.00, 20.49
109.00, 20.02
110.00, 20.02
111.00, 20.49
111.00, 20.02
112.00, 20.49
112.00, 20.49
113.00, 20.49
114.00, 20.49
114.00, 20.02
115.00, 20.02
115.00, 20.49
116.00, 20.49
116.00, 20.49
117.00, 20.49
118.00, 20.02
118.00, 20.49
119.00, 20.49
119.00, 20.49
120.00, 20.02
121.00, 20.49
121.00, 20.02
122.00, 20.49
122.00, 20.02
123.00, 20.49
123.00, 20.02
124.00, 20.49
125.00, 20.49
125.00, 20.49
126.00, 20.49
126.00, 20.49
127.00, 20.49
128.00, 20.49
128.00, 20.02
129.00, 20.02
129.00, 20.02
130.00, 20.49
131.00, 20.02
131.00, 20.49
132.00, 20.02
132.00, 20.49
133.00, 20.49
133.00, 20.49
134.00, 20.49
135.00, 20.49
135.00, 20.02
136.00, 20.02
136.00, 20.49
137.00, 20.49
138.00, 20.49
138.00, 20.49
139.00, 20.49
139.00, 20.49
140.00, 20.49
141.00, 20.02
141.00, 20.49
142.00, 20.49
142.00, 20.49
143.00, 20.49
143.00, 20.02
144.00, 20.49
145.00, 20.49
145.00, 20.49
146.00, 20.02
146.00, 20.49
147.00, 20.02
148.00, 20.49
148.00, 20.49
149.00, 20.02
149.00, 20.49
150.00, 20.49
151.00, 20.02
151.00, 20.49
152.00, 20.02
152.00, 20.49
153.00, 20.49
153.00, 20.49
154.00, 20.49
155.00, 20.02
155.00, 20.49
156.00, 20.02
156.00, 20.49
157.00, 20.02
158.00, 20.49
158.00, 20.02
159.00, 20.02
159.00, 20.49
160.00, 20.49
161.00, 20.49
161.00, 20.02
162.00, 20.02
162.00, 20.49
163.00, 20.49
164.00, 20.49
164.00, 20.49
165.00, 20.49
165.00, 20.49
166.00, 20.02
167.00, 20.02
167.00, 20.49
168.00, 20.49
168.00, 20.49
169.00, 20.49
170.00, 20.49
170.00, 20.02
171.00, 20.49
171.00, 20.02
172.00, 20.02
172.00, 20.49
173.00, 20.02
174.00, 20.49
174.00, 20.02
175.00, 20.02
175.00, 20.02
176.00, 20.02
177.00, 20.02
177.00, 20.02
178.00, 20.49
178.00, 20.49
179.00, 20.49
180.00, 20.49
180.00, 20.02
181.00, 20.49
181.00, 20.49
182.00, 20.49
182.00, 20.49
183.00, 20.49
184.00, 20.49
184.00, 20.02
185.00, 20.02
185.00, 20.49
186.00, 20.02
186.00, 20.02
187.00, 20.49
188.00, 20.49
188.00, 20.49
189.00, 20.02
189.00, 20.49
190.00, 20.49
190.00, 20.49
191.00, 20.49
192.00, 20.49
192.00, 20.49
193.00, 20.49
193.00, 20.49
194.00, 20.02
195.00, 20.49
195.00, 20.49
196.00, 20.49
196.00, 20.02
197.00, 20.49
197.00, 20.49
198.00, 20.02
199.00, 20.02
199.00, 20.49
200.00, 20.02
200.00, 20.49
201.00, 20.49
201.00, 20.49
202.00, 20.02
203.00, 20.49
203.00, 20.02
204.00, 20.02
204.00, 20.49
205.00, 20.49
205.00, 20.49
206.00, 20.02
207.00, 20.49
207.00, 20.49
208.00, 20.02
208.00, 20.02
209.00, 20.49
209.00, 20.49
210.00, 20.02
211.00, 20.49
211.00, 20.02
212.00, 20.02
212.00, 20.02
213.00, 20.49
214.00, 20.49
214.00, 20.02
215.00, 20.49
215.00, 20.02
216.00, 20.02
216.00, 20.49
217.00, 20.02
218.00, 20.02
218.00, 20.02
219.00, 20.49
219.00, 20.49
220.00, 20.49
220.00, 20.02
221.00, 20.49
222.00, 20.49
222.00, 20.02
223.00, 20.49
223.00, 20.02
224.00, 20.49
225.00, 20.49
225.00, 20.49
226.00, 20.49
226.00, 20.02
227.00, 20.02
227.00, 20.49
228.00, 20.49
229.00, 20.02
229.00, 20.49
230.00, 20.49
230.00, 20.02
231.00, 20.02
231.00, 20.02
232.00, 20.02
233.00, 20.02
233.00, 20.49
234.00, 20.49
234.00, 20.02
235.00, 20.49
236.00, 20.49
236.00, 20.02
237.00, 20.02
237.00, 20.49
238.00, 20.49
238.00, 20.49
239.00, 20.49
240.00, 20.02
240.00, 20.49
241.00, 20.02
241.00, 20.49
242.00, 20.49
243.00, 20.49
243.00, 20.49
244.00, 20.02
244.00, 20.49
245.00, 20.02
245.00, 20.49
246.00, 20.02
247.00, 20.02
247.00, 20.02
248.00, 20.02
248.00, 20.49
249.00, 20.49
249.00, 20.02
250.00, 20.02
251.00, 20.49
251.00, 20.49
252.00, 20.49
252.00, 20.49
253.00, 20.49
254.00, 20.49
254.00, 20.49
255.00, 20.02
255.00, 20.02
256.00, 20.49
256.00, 20.49
257.00, 20.49
258.00, 20.49
258.00, 20.49
259.00, 20.02
259.00, 20.49
260.00, 20.02
261.00, 20.02
261.00, 20.02
262.00, 20.02
262.00, 20.49
263.00, 20.02
263.00, 20.02
264.00, 20.02
265.00, 20.02
265.00, 20.49
266.00, 20.49
266.00, 20.49
267.00, 20.49
268.00, 20.49
268.00, 20.49
269.00, 20.49
269.00, 20.02
270.00, 20.49
270.00, 20.49
271.00, 20.96
272.00, 20.02
272.00, 20.49
273.00, 20.02
273.00, 20.49
274.00, 20.02
275.00, 20.02
275.00, 20.02
276.00, 20.49
276.00, 20.02
277.00, 20.02
277.00, 20.02
278.00, 20.49
279.00, 20.49
279.00, 20.49
280.00, 20.49
280.00, 20.49
281.00, 20.49
282.00, 20.49
282.00, 20.49
283.00, 20.49
283.00, 20.02
284.00, 20.49
284.00, 20.49
285.00, 20.02
286.00, 20.49
286.00, 20.49
287.00, 20.02
287.00, 20.49
288.00, 20.49
289.00, 20.02
289.00, 20.49
290.00, 20.49
290.00, 20.49
291.00, 20.49
292.00, 20.02
292.00, 20.02
293.00, 20.49
293.00, 20.02
294.00, 20.49
294.00, 20.02
295.00, 20.49
296.00, 20.02
296.00, 20.02
297.00, 20.02
297.00, 20.49
298.00, 20.49
299.00, 20.49
299.00, 20.49
300.00, 20.49
300.00, 20.02
301.00, 20.02
301.00, 20.49
302.00, 20.49
303.00, 20.02
303.00, 20.49
304.00, 20.49
304.00, 20.02
305.00, 20.02
306.00, 20.02
306.00, 20.02
307.00, 20.49
307.00, 20.49
308.00, 20.49
309.00, 20.02
309.00, 20.49
310.00, 20.49
310.00, 20.49
311.00, 20.49
311.00, 20.02
312.00, 20.49
313.00, 20.02
313.00, 20.49
314.00, 20.49
314.00, 20.02
315.00, 20.02
316.00, 20.49
316.00, 20.02
317.00, 20.49
317.00, 20.02
318.00, 20.49
319.00, 20.49
319.00, 20.49
320.00, 20.02
320.00, 20.49
321.00, 20.02
321.00, 20.49
322.00, 20.49
323.00, 20.49
323.00, 20.49
324.00, 20.49
324.00, 20.49
325.00, 20.02
326.00, 20.49
326.00, 20.49
327.00, 20.49
327.00, 20.49
328.00, 20.02
329.00, 20.49
329.00, 20.49
330.00, 20.49
330.00, 20.02
331.00, 20.02
332.00, 20.02
332.00, 20.49
333.00, 20.49
333.00, 20.02
334.00, 20.49
335.00, 20.49
335.00, 20.02
336.00, 20.49
336.00, 20.49
337.00, 20.49
337.00, 20.02
338.00, 20.02
339.00, 20.02
339.00, 20.49
340.00, 20.49
340.00, 20.49
341.00, 20.02
342.00, 20.02
342.00, 20.49
343.00, 20.49
343.00, 20.49
344.00, 20.49
345.00, 20.49
345.00, 20.49
346.00, 20.02
346.00, 20.49
347.00, 20.49
348.00, 20.49
348.00, 20.49
349.00, 20.49
349.00, 20.49
350.00, 20.49
350.00, 20.49
351.00, 20.49
352.00, 20.49
352.00, 20.49
353.00, 20.49
353.00, 20.49
354.00, 20.49
355.00, 20.49
355.00, 20.49
356.00, 20.49
356.00, 20.49
357.00, 20.49
357.00, 20.02
358.00, 20.49
359.00, 20.02
359.00, 20.49
360.00, 20.02
360.00, 20.49
361.00, 20.02
361.00, 20.02
362.00, 20.02
363.00, 20.49
363.00, 20.02
